movieId,userId,rating,original_title
2,665,3.0,Ariel
3,5,4.0,Varjoja paratiisissa
3,19,3.0,Varjoja paratiisissa
3,25,3.0,Varjoja paratiisissa
3,44,5.0,Varjoja paratiisissa
3,70,5.0,Varjoja paratiisissa
3,75,3.0,Varjoja paratiisissa
3,85,2.0,Varjoja paratiisissa
3,100,4.0,Varjoja paratiisissa
3,110,4.0,Varjoja paratiisissa
3,112,5.0,Varjoja paratiisissa
3,115,5.0,Varjoja paratiisissa
3,128,2.0,Varjoja paratiisissa
3,154,4.0,Varjoja paratiisissa
3,162,2.0,Varjoja paratiisissa
3,165,2.5,Varjoja paratiisissa
3,182,4.0,Varjoja paratiisissa
3,217,4.5,Varjoja paratiisissa
3,233,3.0,Varjoja paratiisissa
3,239,4.0,Varjoja paratiisissa
3,256,3.0,Varjoja paratiisissa
3,275,4.0,Varjoja paratiisissa
3,284,3.0,Varjoja paratiisissa
3,285,3.0,Varjoja paratiisissa
3,329,3.0,Varjoja paratiisissa
3,358,1.0,Varjoja paratiisissa
3,361,4.0,Varjoja paratiisissa
3,390,5.0,Varjoja paratiisissa
3,416,4.0,Varjoja paratiisissa
3,425,0.5,Varjoja paratiisissa
3,430,1.5,Varjoja paratiisissa
3,442,4.5,Varjoja paratiisissa
3,452,1.0,Varjoja paratiisissa
3,457,1.5,Varjoja paratiisissa
3,459,4.0,Varjoja paratiisissa
3,468,2.5,Varjoja paratiisissa
3,484,4.0,Varjoja paratiisissa
3,496,3.0,Varjoja paratiisissa
3,505,3.0,Varjoja paratiisissa
3,507,2.0,Varjoja paratiisissa
3,509,2.0,Varjoja paratiisissa
3,514,1.0,Varjoja paratiisissa
3,516,3.0,Varjoja paratiisissa
3,534,2.0,Varjoja paratiisissa
3,543,5.0,Varjoja paratiisissa
3,548,4.0,Varjoja paratiisissa
3,559,3.0,Varjoja paratiisissa
3,564,3.0,Varjoja paratiisissa
3,574,3.5,Varjoja paratiisissa
3,603,2.0,Varjoja paratiisissa
3,605,2.0,Varjoja paratiisissa
3,607,3.5,Varjoja paratiisissa
3,614,2.0,Varjoja paratiisissa
3,616,3.0,Varjoja paratiisissa
3,624,3.0,Varjoja paratiisissa
3,640,4.0,Varjoja paratiisissa
3,641,3.0,Varjoja paratiisissa
3,646,5.0,Varjoja paratiisissa
3,650,3.0,Varjoja paratiisissa
3,665,3.0,Varjoja paratiisissa
5,15,4.5,Four Rooms
5,18,3.0,Four Rooms
5,44,3.0,Four Rooms
5,55,3.0,Four Rooms
5,69,5.0,Four Rooms
5,70,5.0,Four Rooms
5,85,3.0,Four Rooms
5,98,3.0,Four Rooms
5,110,4.0,Four Rooms
5,111,3.0,Four Rooms
5,113,5.0,Four Rooms
5,127,4.0,Four Rooms
5,134,1.0,Four Rooms
5,140,4.5,Four Rooms
5,150,2.5,Four Rooms
5,154,3.0,Four Rooms
5,162,4.0,Four Rooms
5,182,4.0,Four Rooms
5,196,4.0,Four Rooms
5,212,2.5,Four Rooms
5,223,4.0,Four Rooms
5,235,4.5,Four Rooms
5,239,3.0,Four Rooms
5,241,2.0,Four Rooms
5,256,3.0,Four Rooms
5,284,4.0,Four Rooms
5,292,4.0,Four Rooms
5,294,3.5,Four Rooms
5,306,2.0,Four Rooms
5,313,3.5,Four Rooms
5,318,3.0,Four Rooms
5,329,3.0,Four Rooms
5,344,2.0,Four Rooms
5,345,2.0,Four Rooms
5,358,2.0,Four Rooms
5,381,4.0,Four Rooms
5,382,3.0,Four Rooms
5,389,4.0,Four Rooms
5,431,4.5,Four Rooms
5,452,3.0,Four Rooms
5,457,1.0,Four Rooms
5,514,1.0,Four Rooms
5,516,3.0,Four Rooms
5,518,3.0,Four Rooms
5,543,3.0,Four Rooms
5,548,3.0,Four Rooms
5,562,3.5,Four Rooms
5,564,3.0,Four Rooms
5,590,3.0,Four Rooms
5,621,4.5,Four Rooms
5,624,3.0,Four Rooms
5,640,3.0,Four Rooms
5,641,4.0,Four Rooms
5,650,3.0,Four Rooms
5,654,4.0,Four Rooms
5,665,3.0,Four Rooms
6,15,4.0,Judgment Night
6,17,4.5,Judgment Night
6,18,4.0,Judgment Night
6,19,3.0,Judgment Night
6,23,3.5,Judgment Night
6,24,5.0,Judgment Night
6,30,4.0,Judgment Night
6,34,3.0,Judgment Night
6,36,3.0,Judgment Night
6,39,4.0,Judgment Night
6,44,3.0,Judgment Night
6,55,5.0,Judgment Night
6,67,5.0,Judgment Night
6,73,4.5,Judgment Night
6,77,3.5,Judgment Night
6,80,4.0,Judgment Night
6,83,5.0,Judgment Night
6,90,4.0,Judgment Night
6,92,3.0,Judgment Night
6,95,5.0,Judgment Night
6,100,3.0,Judgment Night
6,105,3.0,Judgment Night
6,110,4.0,Judgment Night
6,112,3.0,Judgment Night
6,113,4.0,Judgment Night
6,119,5.0,Judgment Night
6,121,4.0,Judgment Night
6,152,4.0,Judgment Night
6,162,3.0,Judgment Night
6,173,5.0,Judgment Night
6,177,5.0,Judgment Night
6,195,4.0,Judgment Night
6,199,4.5,Judgment Night
6,201,5.0,Judgment Night
6,215,3.0,Judgment Night
6,223,4.0,Judgment Night
6,224,5.0,Judgment Night
6,235,4.0,Judgment Night
6,236,3.0,Judgment Night
6,242,4.0,Judgment Night
6,252,3.0,Judgment Night
6,256,3.0,Judgment Night
6,268,2.5,Judgment Night
6,284,5.0,Judgment Night
6,288,3.0,Judgment Night
6,295,4.5,Judgment Night
6,298,3.5,Judgment Night
6,311,4.0,Judgment Night
6,312,5.0,Judgment Night
6,318,3.0,Judgment Night
6,329,5.0,Judgment Night
6,340,4.0,Judgment Night
6,343,5.0,Judgment Night
6,345,2.5,Judgment Night
6,355,4.0,Judgment Night
6,358,3.0,Judgment Night
6,367,2.0,Judgment Night
6,380,4.0,Judgment Night
6,383,3.0,Judgment Night
6,385,5.0,Judgment Night
6,388,5.0,Judgment Night
6,404,4.0,Judgment Night
6,413,5.0,Judgment Night
6,430,4.0,Judgment Night
6,433,5.0,Judgment Night
6,434,4.0,Judgment Night
6,447,3.0,Judgment Night
6,452,4.0,Judgment Night
6,457,3.0,Judgment Night
6,459,4.0,Judgment Night
6,461,4.0,Judgment Night
6,468,3.5,Judgment Night
6,472,3.0,Judgment Night
6,490,5.0,Judgment Night
6,496,5.0,Judgment Night
6,502,3.0,Judgment Night
6,509,3.0,Judgment Night
6,516,4.0,Judgment Night
6,525,4.0,Judgment Night
6,534,5.0,Judgment Night
6,544,4.5,Judgment Night
6,547,2.5,Judgment Night
6,548,3.0,Judgment Night
6,562,4.0,Judgment Night
6,564,1.0,Judgment Night
6,574,5.0,Judgment Night
6,577,4.0,Judgment Night
6,580,3.5,Judgment Night
6,588,4.0,Judgment Night
6,590,4.0,Judgment Night
6,596,4.0,Judgment Night
6,603,4.0,Judgment Night
6,608,5.0,Judgment Night
6,615,3.5,Judgment Night
6,616,3.0,Judgment Night
6,627,4.0,Judgment Night
6,633,3.0,Judgment Night
6,641,4.0,Judgment Night
6,647,4.0,Judgment Night
6,648,4.0,Judgment Night
6,659,3.0,Judgment Night
6,664,4.0,Judgment Night
6,666,5.0,Judgment Night
6,667,4.0,Judgment Night
11,15,2.5,Star Wars
11,19,3.0,Star Wars
11,23,3.5,Star Wars
11,30,4.0,Star Wars
11,57,5.0,Star Wars
11,58,5.0,Star Wars
11,59,2.5,Star Wars
11,63,3.5,Star Wars
11,68,3.5,Star Wars
11,86,1.0,Star Wars
11,88,3.5,Star Wars
11,92,4.0,Star Wars
11,93,3.5,Star Wars
11,95,4.0,Star Wars
11,105,3.5,Star Wars
11,110,5.0,Star Wars
11,111,4.0,Star Wars
11,121,4.0,Star Wars
11,125,4.0,Star Wars
11,161,4.0,Star Wars
11,182,5.0,Star Wars
11,219,4.0,Star Wars
11,232,4.0,Star Wars
11,235,3.5,Star Wars
11,239,4.0,Star Wars
11,242,5.0,Star Wars
11,247,4.0,Star Wars
11,249,4.0,Star Wars
11,268,3.5,Star Wars
11,280,3.0,Star Wars
11,292,4.5,Star Wars
11,294,3.0,Star Wars
11,306,4.0,Star Wars
11,311,5.0,Star Wars
11,312,3.0,Star Wars
11,319,4.0,Star Wars
11,354,5.0,Star Wars
11,358,3.0,Star Wars
11,380,2.0,Star Wars
11,382,5.0,Star Wars
11,385,4.0,Star Wars
11,387,4.0,Star Wars
11,390,5.0,Star Wars
11,396,3.0,Star Wars
11,402,4.5,Star Wars
11,416,4.0,Star Wars
11,421,5.0,Star Wars
11,433,1.5,Star Wars
11,447,3.0,Star Wars
11,452,4.0,Star Wars
11,461,1.5,Star Wars
11,463,3.0,Star Wars
11,468,2.0,Star Wars
11,472,3.0,Star Wars
11,487,4.0,Star Wars
11,491,3.0,Star Wars
11,493,4.0,Star Wars
11,496,4.0,Star Wars
11,508,3.0,Star Wars
11,509,3.0,Star Wars
11,511,4.0,Star Wars
11,517,5.0,Star Wars
11,518,5.0,Star Wars
11,534,3.0,Star Wars
11,535,3.0,Star Wars
11,537,3.0,Star Wars
11,547,3.0,Star Wars
11,548,3.0,Star Wars
11,550,4.0,Star Wars
11,562,4.0,Star Wars
11,564,3.0,Star Wars
11,569,5.0,Star Wars
11,575,3.0,Star Wars
11,597,4.0,Star Wars
11,598,4.0,Star Wars
11,602,3.0,Star Wars
11,605,3.0,Star Wars
11,639,4.0,Star Wars
11,641,4.0,Star Wars
11,650,5.0,Star Wars
11,654,4.5,Star Wars
11,667,3.0,Star Wars
12,67,3.0,Finding Nemo
12,70,3.0,Finding Nemo
12,91,3.5,Finding Nemo
12,157,2.0,Finding Nemo
12,199,4.0,Finding Nemo
12,247,3.0,Finding Nemo
12,252,5.0,Finding Nemo
12,284,1.0,Finding Nemo
12,294,4.0,Finding Nemo
12,358,1.0,Finding Nemo
12,361,3.0,Finding Nemo
12,396,4.0,Finding Nemo
12,516,3.0,Finding Nemo
12,551,3.0,Finding Nemo
12,564,1.0,Finding Nemo
12,580,3.0,Finding Nemo
12,624,2.0,Finding Nemo
12,640,3.0,Finding Nemo
13,182,3.0,Forrest Gump
13,213,2.5,Forrest Gump
13,287,4.5,Forrest Gump
13,402,4.5,Forrest Gump
13,516,3.0,Forrest Gump
13,518,5.0,Forrest Gump
13,564,4.0,Forrest Gump
13,595,5.0,Forrest Gump
14,15,2.5,American Beauty
14,18,2.0,American Beauty
14,19,5.0,American Beauty
14,30,4.0,American Beauty
14,70,3.0,American Beauty
14,86,4.0,American Beauty
14,102,4.0,American Beauty
14,233,3.0,American Beauty
14,256,4.0,American Beauty
14,266,4.0,American Beauty
14,284,3.0,American Beauty
14,304,4.0,American Beauty
14,306,3.0,American Beauty
14,311,3.0,American Beauty
14,341,4.0,American Beauty
14,342,3.0,American Beauty
14,361,4.0,American Beauty
14,383,3.0,American Beauty
14,388,4.0,American Beauty
14,390,2.0,American Beauty
14,407,4.0,American Beauty
14,452,5.0,American Beauty
14,459,4.0,American Beauty
14,490,3.0,American Beauty
14,509,3.0,American Beauty
14,514,3.0,American Beauty
14,530,4.0,American Beauty
14,547,3.5,American Beauty
14,588,3.0,American Beauty
14,640,2.0,American Beauty
14,659,4.0,American Beauty
15,73,2.5,Citizen Kane
15,213,3.0,Citizen Kane
15,311,2.0,Citizen Kane
15,390,3.0,Citizen Kane
15,396,4.0,Citizen Kane
15,409,1.0,Citizen Kane
15,496,3.0,Citizen Kane
15,564,1.0,Citizen Kane
15,598,2.0,Citizen Kane
15,650,2.0,Citizen Kane
15,654,2.0,Citizen Kane
16,15,3.5,Dancer in the Dark
16,19,5.0,Dancer in the Dark
16,23,4.0,Dancer in the Dark
16,30,5.0,Dancer in the Dark
16,36,3.0,Dancer in the Dark
16,38,4.5,Dancer in the Dark
16,39,5.0,Dancer in the Dark
16,56,4.0,Dancer in the Dark
16,60,4.5,Dancer in the Dark
16,63,5.0,Dancer in the Dark
16,67,4.0,Dancer in the Dark
16,73,4.0,Dancer in the Dark
16,74,3.0,Dancer in the Dark
16,78,5.0,Dancer in the Dark
16,80,5.0,Dancer in the Dark
16,94,3.5,Dancer in the Dark
16,95,5.0,Dancer in the Dark
16,105,5.0,Dancer in the Dark
16,109,3.5,Dancer in the Dark
16,110,4.0,Dancer in the Dark
16,113,5.0,Dancer in the Dark
16,118,4.0,Dancer in the Dark
16,119,3.0,Dancer in the Dark
16,134,4.0,Dancer in the Dark
16,171,5.0,Dancer in the Dark
16,187,4.0,Dancer in the Dark
16,193,4.0,Dancer in the Dark
16,199,4.0,Dancer in the Dark
16,204,4.0,Dancer in the Dark
16,208,4.0,Dancer in the Dark
16,210,2.5,Dancer in the Dark
16,212,4.0,Dancer in the Dark
16,217,4.0,Dancer in the Dark
16,219,2.0,Dancer in the Dark
16,220,5.0,Dancer in the Dark
16,221,3.0,Dancer in the Dark
16,224,5.0,Dancer in the Dark
16,240,3.5,Dancer in the Dark
16,242,5.0,Dancer in the Dark
16,253,2.0,Dancer in the Dark
16,271,3.5,Dancer in the Dark
16,275,4.5,Dancer in the Dark
16,292,4.5,Dancer in the Dark
16,299,4.5,Dancer in the Dark
16,306,4.0,Dancer in the Dark
16,311,2.0,Dancer in the Dark
16,330,3.0,Dancer in the Dark
16,373,4.0,Dancer in the Dark
16,380,4.0,Dancer in the Dark
16,385,5.0,Dancer in the Dark
16,386,4.0,Dancer in the Dark
16,388,3.0,Dancer in the Dark
16,393,2.5,Dancer in the Dark
16,408,2.0,Dancer in the Dark
16,409,4.0,Dancer in the Dark
16,423,3.5,Dancer in the Dark
16,428,5.0,Dancer in the Dark
16,433,4.5,Dancer in the Dark
16,442,4.5,Dancer in the Dark
16,452,4.0,Dancer in the Dark
16,457,3.5,Dancer in the Dark
16,461,3.0,Dancer in the Dark
16,468,3.5,Dancer in the Dark
16,472,4.0,Dancer in the Dark
16,475,4.0,Dancer in the Dark
16,476,5.0,Dancer in the Dark
16,481,4.0,Dancer in the Dark
16,509,4.0,Dancer in the Dark
16,511,5.0,Dancer in the Dark
16,523,1.0,Dancer in the Dark
16,534,4.0,Dancer in the Dark
16,544,4.0,Dancer in the Dark
16,547,4.0,Dancer in the Dark
16,550,5.0,Dancer in the Dark
16,562,3.5,Dancer in the Dark
16,564,4.0,Dancer in the Dark
16,574,4.5,Dancer in the Dark
16,580,3.5,Dancer in the Dark
16,596,5.0,Dancer in the Dark
16,607,3.5,Dancer in the Dark
16,608,4.0,Dancer in the Dark
16,624,5.0,Dancer in the Dark
16,628,3.0,Dancer in the Dark
16,647,4.0,Dancer in the Dark
16,659,5.0,Dancer in the Dark
16,664,4.0,Dancer in the Dark
16,665,4.0,Dancer in the Dark
16,667,2.0,Dancer in the Dark
17,2,5.0,The Dark
17,9,4.0,The Dark
17,15,3.0,The Dark
17,18,4.0,The Dark
17,44,2.0,The Dark
17,57,5.0,The Dark
17,67,4.0,The Dark
17,70,4.0,The Dark
17,74,4.0,The Dark
17,86,5.0,The Dark
17,93,4.0,The Dark
17,99,3.0,The Dark
17,121,5.0,The Dark
17,122,3.0,The Dark
17,161,5.0,The Dark
17,162,4.0,The Dark
17,172,4.0,The Dark
17,182,3.0,The Dark
17,211,4.0,The Dark
17,212,3.5,The Dark
17,220,5.0,The Dark
17,224,5.0,The Dark
17,232,5.0,The Dark
17,233,5.0,The Dark
17,240,4.0,The Dark
17,268,3.0,The Dark
17,280,5.0,The Dark
17,283,2.5,The Dark
17,284,1.0,The Dark
17,294,4.0,The Dark
17,306,4.0,The Dark
17,308,4.0,The Dark
17,311,2.0,The Dark
17,312,3.0,The Dark
17,319,3.0,The Dark
17,338,4.0,The Dark
17,358,5.0,The Dark
17,361,5.0,The Dark
17,371,4.5,The Dark
17,382,4.0,The Dark
17,385,3.0,The Dark
17,390,4.0,The Dark
17,391,4.0,The Dark
17,396,4.0,The Dark
17,408,4.0,The Dark
17,413,3.0,The Dark
17,431,5.0,The Dark
17,434,5.0,The Dark
17,447,3.0,The Dark
17,452,4.0,The Dark
17,461,4.5,The Dark
17,463,4.0,The Dark
17,465,5.0,The Dark
17,468,3.5,The Dark
17,472,4.0,The Dark
17,484,5.0,The Dark
17,487,5.0,The Dark
17,493,4.0,The Dark
17,509,4.0,The Dark
17,510,4.0,The Dark
17,514,3.0,The Dark
17,517,5.0,The Dark
17,518,5.0,The Dark
17,529,4.5,The Dark
17,530,4.0,The Dark
17,534,2.0,The Dark
17,537,5.0,The Dark
17,539,4.0,The Dark
17,547,5.0,The Dark
17,554,5.0,The Dark
17,555,3.0,The Dark
17,559,4.0,The Dark
17,564,3.0,The Dark
17,575,5.0,The Dark
17,577,5.0,The Dark
17,578,3.0,The Dark
17,595,4.0,The Dark
17,598,2.0,The Dark
17,608,3.0,The Dark
17,616,3.0,The Dark
17,636,3.0,The Dark
17,640,4.0,The Dark
17,650,4.0,The Dark
17,654,4.5,The Dark
17,659,4.0,The Dark
17,667,2.0,The Dark
18,18,3.0,The Fifth Element
18,30,2.0,The Fifth Element
18,36,4.0,The Fifth Element
18,67,4.0,The Fifth Element
18,86,5.0,The Fifth Element
18,111,2.5,The Fifth Element
18,112,3.0,The Fifth Element
18,135,4.0,The Fifth Element
18,154,5.0,The Fifth Element
18,177,4.0,The Fifth Element
18,255,2.5,The Fifth Element
18,408,5.0,The Fifth Element
18,452,3.0,The Fifth Element
18,457,2.5,The Fifth Element
18,461,1.5,The Fifth Element
18,502,3.0,The Fifth Element
18,507,4.0,The Fifth Element
18,549,1.0,The Fifth Element
18,564,2.0,The Fifth Element
18,571,5.0,The Fifth Element
18,596,3.5,The Fifth Element
18,607,4.0,The Fifth Element
18,616,4.0,The Fifth Element
18,636,3.0,The Fifth Element
18,655,4.0,The Fifth Element
18,659,1.0,The Fifth Element
19,15,1.0,Metropolis
19,23,2.0,Metropolis
19,32,3.0,Metropolis
19,33,3.0,Metropolis
19,58,1.0,Metropolis
19,69,4.0,Metropolis
19,73,1.5,Metropolis
19,85,3.0,Metropolis
19,86,1.0,Metropolis
19,91,4.0,Metropolis
19,92,1.0,Metropolis
19,95,4.0,Metropolis
19,105,2.0,Metropolis
19,110,4.0,Metropolis
19,115,4.0,Metropolis
19,124,4.0,Metropolis
19,130,1.0,Metropolis
19,134,2.0,Metropolis
19,145,5.0,Metropolis
19,150,3.0,Metropolis
19,151,3.0,Metropolis
19,163,0.5,Metropolis
19,165,1.0,Metropolis
19,176,2.0,Metropolis
19,192,3.0,Metropolis
19,194,3.0,Metropolis
19,212,1.5,Metropolis
19,213,2.0,Metropolis
19,219,3.0,Metropolis
19,243,3.0,Metropolis
19,247,4.0,Metropolis
19,253,1.0,Metropolis
19,254,3.0,Metropolis
19,255,1.5,Metropolis
19,261,5.0,Metropolis
19,262,2.5,Metropolis
19,268,2.0,Metropolis
19,285,1.0,Metropolis
19,288,5.0,Metropolis
19,298,4.0,Metropolis
19,306,4.0,Metropolis
19,313,2.5,Metropolis
19,324,3.0,Metropolis
19,353,2.5,Metropolis
19,355,3.0,Metropolis
19,357,4.0,Metropolis
19,358,1.0,Metropolis
19,380,4.0,Metropolis
19,384,3.0,Metropolis
19,385,3.0,Metropolis
19,389,1.0,Metropolis
19,412,3.0,Metropolis
19,416,3.0,Metropolis
19,430,2.0,Metropolis
19,433,2.5,Metropolis
19,447,3.0,Metropolis
19,452,1.0,Metropolis
19,457,1.5,Metropolis
19,468,1.5,Metropolis
19,487,3.0,Metropolis
19,496,2.0,Metropolis
19,500,3.0,Metropolis
19,506,3.0,Metropolis
19,516,3.0,Metropolis
19,517,3.0,Metropolis
19,518,3.0,Metropolis
19,522,3.5,Metropolis
19,527,1.5,Metropolis
19,528,2.5,Metropolis
19,532,3.5,Metropolis
19,535,1.0,Metropolis
19,536,2.0,Metropolis
19,548,3.0,Metropolis
19,560,3.5,Metropolis
19,562,3.0,Metropolis
19,564,3.0,Metropolis
19,574,3.0,Metropolis
19,580,1.5,Metropolis
19,588,2.0,Metropolis
19,596,2.5,Metropolis
19,604,2.5,Metropolis
19,605,4.0,Metropolis
19,607,1.5,Metropolis
19,624,2.0,Metropolis
19,627,1.0,Metropolis
19,641,3.0,Metropolis
19,649,3.0,Metropolis
19,653,3.0,Metropolis
19,654,4.5,Metropolis
19,659,1.0,Metropolis
19,662,2.0,Metropolis
19,666,3.0,Metropolis
20,23,1.5,My Life Without Me
20,80,1.0,My Life Without Me
20,113,5.0,My Life Without Me
20,135,3.0,My Life Without Me
20,168,2.0,My Life Without Me
20,253,1.5,My Life Without Me
20,311,1.5,My Life Without Me
20,388,1.0,My Life Without Me
20,416,3.0,My Life Without Me
20,457,2.5,My Life Without Me
20,496,4.0,My Life Without Me
20,593,4.0,My Life Without Me
20,624,3.0,My Life Without Me
21,7,3.0,The Endless Summer
21,15,4.5,The Endless Summer
21,19,3.0,The Endless Summer
21,21,3.0,The Endless Summer
21,28,5.0,The Endless Summer
21,30,5.0,The Endless Summer
21,34,4.0,The Endless Summer
21,36,3.0,The Endless Summer
21,39,3.0,The Endless Summer
21,50,3.0,The Endless Summer
21,56,2.0,The Endless Summer
21,57,4.0,The Endless Summer
21,60,3.0,The Endless Summer
21,66,4.0,The Endless Summer
21,73,3.5,The Endless Summer
21,80,4.0,The Endless Summer
21,82,3.0,The Endless Summer
21,83,1.0,The Endless Summer
21,85,4.0,The Endless Summer
21,86,1.0,The Endless Summer
21,88,3.5,The Endless Summer
21,92,5.0,The Endless Summer
21,93,5.0,The Endless Summer
21,105,3.5,The Endless Summer
21,113,5.0,The Endless Summer
21,119,4.0,The Endless Summer
21,130,3.5,The Endless Summer
21,135,3.0,The Endless Summer
21,144,2.0,The Endless Summer
21,150,3.5,The Endless Summer
21,151,5.0,The Endless Summer
21,152,3.5,The Endless Summer
21,161,3.0,The Endless Summer
21,165,2.5,The Endless Summer
21,168,4.0,The Endless Summer
21,182,3.0,The Endless Summer
21,224,4.0,The Endless Summer
21,240,3.0,The Endless Summer
21,242,5.0,The Endless Summer
21,263,3.5,The Endless Summer
21,265,4.0,The Endless Summer
21,268,2.5,The Endless Summer
21,279,1.0,The Endless Summer
21,306,4.0,The Endless Summer
21,311,4.0,The Endless Summer
21,312,2.0,The Endless Summer
21,321,5.0,The Endless Summer
21,353,3.0,The Endless Summer
21,358,4.0,The Endless Summer
21,367,3.0,The Endless Summer
21,369,3.0,The Endless Summer
21,380,4.0,The Endless Summer
21,383,3.0,The Endless Summer
21,385,4.0,The Endless Summer
21,387,4.0,The Endless Summer
21,390,5.0,The Endless Summer
21,400,4.0,The Endless Summer
21,408,5.0,The Endless Summer
21,409,5.0,The Endless Summer
21,414,4.0,The Endless Summer
21,419,3.5,The Endless Summer
21,430,5.0,The Endless Summer
21,447,3.0,The Endless Summer
21,461,3.0,The Endless Summer
21,462,3.5,The Endless Summer
21,468,2.5,The Endless Summer
21,472,4.0,The Endless Summer
21,491,3.0,The Endless Summer
21,508,5.0,The Endless Summer
21,509,4.0,The Endless Summer
21,510,4.0,The Endless Summer
21,511,5.0,The Endless Summer
21,514,3.0,The Endless Summer
21,516,5.0,The Endless Summer
21,518,1.0,The Endless Summer
21,525,4.0,The Endless Summer
21,534,2.0,The Endless Summer
21,535,3.0,The Endless Summer
21,537,5.0,The Endless Summer
21,547,4.0,The Endless Summer
21,548,3.0,The Endless Summer
21,562,4.0,The Endless Summer
21,564,4.0,The Endless Summer
21,580,3.0,The Endless Summer
21,585,4.0,The Endless Summer
21,588,4.0,The Endless Summer
21,594,5.0,The Endless Summer
21,602,2.0,The Endless Summer
21,605,2.0,The Endless Summer
21,607,3.5,The Endless Summer
21,619,3.0,The Endless Summer
21,624,2.0,The Endless Summer
21,633,4.0,The Endless Summer
21,649,3.0,The Endless Summer
21,667,3.0,The Endless Summer
22,15,2.5,Pirates of the Caribbean: The Curse of the Black Pearl
22,19,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,39,4.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,66,2.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,105,2.5,Pirates of the Caribbean: The Curse of the Black Pearl
22,165,3.5,Pirates of the Caribbean: The Curse of the Black Pearl
22,177,4.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,188,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,242,4.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,245,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,254,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,274,2.5,Pirates of the Caribbean: The Curse of the Black Pearl
22,282,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,330,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,380,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,385,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,388,4.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,389,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,409,1.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,416,4.0,Pirates of the Caribbean: The Curse of the Black Pearl
22,452,3.0,Pirates of the Caribbean: The Curse of the Black Pearl
